,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered,Month-Year,Confirmed Daily,Deaths Daily,Recovered Daily
3811,Fujian,Mainland China,26.0789,117.9874,23/02/2020,293,1,170,Feb-20,0,0,8
3812,Gansu,Mainland China,36.0611,103.8343,23/02/2020,91,2,78,Feb-20,0,0,2
3813,Guangdong,Mainland China,23.3417,113.4244,23/02/2020,1342,6,755,Feb-20,3,1,27
3814,Guangxi,Mainland China,23.8298,108.7881,23/02/2020,249,2,106,Feb-20,0,0,2
3815,Guizhou,Mainland China,26.8154,106.8748,23/02/2020,146,2,102,Feb-20,0,0,12
3816,Hainan,Mainland China,19.1959,109.7453,23/02/2020,168,5,106,Feb-20,0,1,2
3817,Hebei,Mainland China,38.0428,114.5149,23/02/2020,311,6,219,Feb-20,2,0,16
3818,Heilongjiang,Mainland China,47.862,127.7615,23/02/2020,480,12,222,Feb-20,1,0,18
3819,Henan,Mainland China,33.88202,113.614,23/02/2020,1271,19,868,Feb-20,1,0,38
3820,Hubei,Mainland China,30.9756,112.2707,23/02/2020,64084,2346,15343,Feb-20,0,0,44
3821,Hunan,Mainland China,27.6104,111.7088,23/02/2020,1016,4,714,Feb-20,3,0,22
3822,Inner Mongolia,Mainland China,44.0935,113.9448,23/02/2020,75,0,27,Feb-20,0,0,1
3823,Jiangsu,Mainland China,32.9711,119.455,23/02/2020,631,0,418,Feb-20,0,0,17
3824,Jiangxi,Mainland China,27.614,115.7221,23/02/2020,934,1,613,Feb-20,0,0,58
3825,Jilin,Mainland China,43.6661,126.1923,23/02/2020,91,1,54,Feb-20,0,0,2
3826,Liaoning,Mainland China,41.2956,122.6085,23/02/2020,121,1,73,Feb-20,0,0,7
3827,Ningxia,Mainland China,37.2692,106.1655,23/02/2020,71,0,56,Feb-20,0,0,8
3828,Qinghai,Mainland China,35.7452,95.9956,23/02/2020,18,0,18,Feb-20,0,0,0
3829,Shaanxi,Mainland China,35.1917,108.8701,23/02/2020,245,1,163,Feb-20,0,0,14
3830,Shandong,Mainland China,36.3427,118.1498,23/02/2020,754,4,321,Feb-20,4,0,19
3831,Shanghai,Mainland China,31.202,121.4491,23/02/2020,335,3,249,Feb-20,0,0,22
3832,Shanxi,Mainland China,37.5777,112.2922,23/02/2020,132,0,88,Feb-20,0,0,7
3833,Sichuan,Mainland China,30.6171,102.7103,23/02/2020,526,3,261,Feb-20,0,0,11
3834,Tianjin,Mainland China,39.3054,117.323,23/02/2020,135,3,81,Feb-20,0,0,16
3835,Tibet,Mainland China,31.6927,88.0924,23/02/2020,1,0,1,Feb-20,0,0,0
3836,Xinjiang,Mainland China,41.1129,85.2401,23/02/2020,76,2,28,Feb-20,0,0,3
3837,Yunnan,Mainland China,24.974,101.487,23/02/2020,174,2,115,Feb-20,0,0,8
3838,Zhejiang,Mainland China,29.1832,120.0934,23/02/2020,1205,1,760,Feb-20,0,0,41
3839,Thailand,Thailand,15,101,23/02/2020,35,0,21,Feb-20,0,0,4
3840,Japan,Japan,36,138,23/02/2020,147,1,22,Feb-20,25,0,0
3841,South Korea,South Korea,36,128,23/02/2020,602,6,18,Feb-20,169,4,2
3842,Taiwan,Taiwan,23.7,121,23/02/2020,28,1,2,Feb-20,2,0,0
3843,"Seattle, WA",US,47.6062,-122.3321,23/02/2020,1,0,1,Feb-20,0,0,0
3844,"Chicago, IL",US,41.8781,-87.6298,23/02/2020,2,0,2,Feb-20,0,0,0
3845,"Tempe, AZ",US,33.4255,-111.94,23/02/2020,1,0,0,Feb-20,0,0,0
3846,Macau,Macau,22.1667,113.55,23/02/2020,10,0,6,Feb-20,0,0,0
3847,Hong Kong,Hong Kong,22.3,114.2,23/02/2020,74,2,11,Feb-20,5,0,5
3848,Singapore,Singapore,1.2833,103.8333,23/02/2020,89,0,51,Feb-20,4,0,14
3849,Vietnam,Vietnam,16,108,23/02/2020,16,0,14,Feb-20,0,0,0
3850,France,France,47,2,23/02/2020,12,1,4,Feb-20,0,0,0
3851,Nepal,Nepal,28.1667,84.25,23/02/2020,1,0,1,Feb-20,0,0,0
3852,Malaysia,Malaysia,2.5,112.5,23/02/2020,22,0,15,Feb-20,0,0,0
3853,"Toronto, ON",Canada,43.6532,-79.3832,23/02/2020,2,0,2,Feb-20,0,0,0
3854,British Columbia,Canada,49.2827,-123.1207,23/02/2020,6,0,0,Feb-20,0,0,0
3855,"Orange, CA",US,33.7879,-117.8531,23/02/2020,1,0,0,Feb-20,0,0,0
3856,"Los Angeles, CA",US,34.0522,-118.2437,23/02/2020,1,0,0,Feb-20,0,0,0
3857,New South Wales,Australia,-33.8688,151.2093,23/02/2020,4,0,4,Feb-20,0,0,0
3858,Victoria,Australia,-37.8136,144.9631,23/02/2020,4,0,4,Feb-20,0,0,0
3859,Queensland,Australia,-28.0167,153.4,23/02/2020,5,0,1,Feb-20,0,0,0
3860,Cambodia,Cambodia,11.55,104.9167,23/02/2020,1,0,1,Feb-20,0,0,0
3861,Sri Lanka,Sri Lanka,7,81,23/02/2020,1,0,1,Feb-20,0,0,0
3862,Germany,Germany,51,9,23/02/2020,16,0,14,Feb-20,0,0,0
3863,Finland,Finland,64,26,23/02/2020,1,0,1,Feb-20,0,0,0
3864,United Arab Emirates,United Arab Emirates,24,54,23/02/2020,13,0,4,Feb-20,0,0,0
3865,Philippines,Philippines,13,122,23/02/2020,3,1,1,Feb-20,0,0,0
3866,India,India,21,78,23/02/2020,3,0,3,Feb-20,0,0,0
3867,"London, ON",Canada,42.9849,-81.2453,23/02/2020,1,0,1,Feb-20,0,0,0
3868,Italy,Italy,43,12,23/02/2020,155,3,2,Feb-20,93,1,1
3869,UK,UK,55,-3,23/02/2020,9,0,8,Feb-20,0,0,0
3870,Russia,Russia,60,90,23/02/2020,2,0,2,Feb-20,0,0,0
3871,Sweden,Sweden,63,16,23/02/2020,1,0,0,Feb-20,0,0,0
3872,"Santa Clara, CA",US,37.3541,-121.9552,23/02/2020,2,0,1,Feb-20,0,0,0
3873,Spain,Spain,40,-4,23/02/2020,2,0,2,Feb-20,0,0,0
3874,South Australia,Australia,-34.9285,138.6007,23/02/2020,2,0,2,Feb-20,0,0,0
3875,"Boston, MA",US,42.3601,-71.0589,23/02/2020,1,0,0,Feb-20,0,0,0
3876,"San Benito, CA",US,36.5761,-120.9876,23/02/2020,2,0,0,Feb-20,0,0,0
3877,Belgium,Belgium,50.8333,4,23/02/2020,1,0,1,Feb-20,0,0,0
3878,"Madison, WI",US,43.0731,-89.4012,23/02/2020,1,0,0,Feb-20,0,0,0
3879,Diamond Princess cruise ship,Others,35.4437,139.638,23/02/2020,691,3,0,Feb-20,57,1,-1
3880,"San Diego County, CA",US,32.7157,-117.1611,23/02/2020,2,0,1,Feb-20,0,0,0
3881,"San Antonio, TX",US,29.4241,-98.4936,23/02/2020,1,0,0,Feb-20,0,0,0
3882,Egypt,Egypt,26,30,23/02/2020,1,0,0,Feb-20,0,0,0
3883,Iran,Iran,32,53,23/02/2020,43,8,0,Feb-20,15,3,0
3884,"Omaha, NE (From Diamond Princess)",US,41.2545,-95.9758,23/02/2020,11,0,0,Feb-20,0,0,0
3885,"Travis, CA (From Diamond Princess)",US,38.2721,-121.9399,23/02/2020,5,0,0,Feb-20,0,0,0
3886,From Diamond Princess,Australia,35.4437,139.638,23/02/2020,7,0,0,Feb-20,0,0,0
3887,"Lackland, TX (From Diamond Princess)",US,29.3829,-98.6134,23/02/2020,2,0,0,Feb-20,0,0,0
3888,Lebanon,Lebanon,33.8547,35.8623,23/02/2020,1,0,0,Feb-20,0,0,0
3889,"Humboldt County, CA",US,40.745,-123.8695,23/02/2020,1,0,0,Feb-20,0,0,0
3890,"Sacramento County, CA",US,38.4747,-121.3542,23/02/2020,1,0,0,Feb-20,0,0,0
3891,Iraq,Iraq,33,44,23/02/2020,0,0,0,Feb-20,0,0,0
3892,Unassigned Location (From Diamond Princess),US,35.4437,139.638,23/02/2020,0,0,0,Feb-20,0,0,0
3893,Oman,Oman,21,57,23/02/2020,0,0,0,Feb-20,0,0,0
3894,Afghanistan,Afghanistan,33,65,23/02/2020,0,0,0,Feb-20,0,0,0
3895,Bahrain,Bahrain,26.0275,50.55,23/02/2020,0,0,0,Feb-20,0,0,0
3896,Kuwait,Kuwait,29.5,47.75,23/02/2020,0,0,0,Feb-20,0,0,0
3897,Algeria,Algeria,28.0339,1.6596,23/02/2020,0,0,0,Feb-20,0,0,0
3898,Croatia,Croatia,45.1,15.2,23/02/2020,0,0,0,Feb-20,0,0,0
3899,Switzerland,Switzerland,46.8182,8.2275,23/02/2020,0,0,0,Feb-20,0,0,0
3900,Austria,Austria,47.5162,14.5501,23/02/2020,0,0,0,Feb-20,0,0,0
3901,Israel,Israel,31,35,23/02/2020,1,0,0,Feb-20,0,0,0
3902,Pakistan,Pakistan,30.3753,69.3451,23/02/2020,0,0,0,Feb-20,0,0,0
3903,Brazil,Brazil,-14.235,-51.9253,23/02/2020,0,0,0,Feb-20,0,0,0
3904,Georgia,Georgia,42.3154,43.3569,23/02/2020,0,0,0,Feb-20,0,0,0
3905,Greece,Greece,39.0742,21.8243,23/02/2020,0,0,0,Feb-20,0,0,0
3906,North Macedonia,North Macedonia,41.6086,21.7453,23/02/2020,0,0,0,Feb-20,0,0,0
3907,Norway,Norway,60.472,8.4689,23/02/2020,0,0,0,Feb-20,0,0,0
3908,Romania,Romania,45.9432,24.9668,23/02/2020,0,0,0,Feb-20,0,0,0
3909,Denmark,Denmark,56.2639,9.5018,23/02/2020,0,0,0,Feb-20,0,0,0
3910,Estonia,Estonia,58.5953,25.0136,23/02/2020,0,0,0,Feb-20,0,0,0
3911,Netherlands,Netherlands,52.1326,5.2913,23/02/2020,0,0,0,Feb-20,0,0,0
3912,San Marino,San Marino,43.9424,12.4578,23/02/2020,0,0,0,Feb-20,0,0,0
3913,Belarus,Belarus,53.7098,27.9534,23/02/2020,0,0,0,Feb-20,0,0,0
3914," Montreal, QC",Canada,45.5017,-73.5673,23/02/2020,0,0,0,Feb-20,0,0,0
3915,Iceland,Iceland,64.9631,-19.0208,23/02/2020,0,0,0,Feb-20,0,0,0
3916,Lithuania,Lithuania,55.1694,23.8813,23/02/2020,0,0,0,Feb-20,0,0,0
3917,Mexico,Mexico,23.6345,-102.5528,23/02/2020,0,0,0,Feb-20,0,0,0
3918,New Zealand,New Zealand,-40.9006,174.886,23/02/2020,0,0,0,Feb-20,0,0,0
3919,Nigeria,Nigeria,9.082,8.6753,23/02/2020,0,0,0,Feb-20,0,0,0
3920,Western Australia,Australia,-31.9505,115.8605,23/02/2020,0,0,0,Feb-20,0,0,0
3921,Ireland,Ireland,53.1424,-7.6921,23/02/2020,0,0,0,Feb-20,0,0,0
3922,Luxembourg,Luxembourg,49.8153,6.1296,23/02/2020,0,0,0,Feb-20,0,0,0
3923,Monaco,Monaco,43.7333,7.4167,23/02/2020,0,0,0,Feb-20,0,0,0
3924,Qatar,Qatar,25.3548,51.1839,23/02/2020,0,0,0,Feb-20,0,0,0
3925,"Portland, OR",US,45.5051,-122.675,23/02/2020,0,0,0,Feb-20,0,0,0
3926,"Snohomish County, WA",US,48.033,-121.8339,23/02/2020,0,0,0,Feb-20,0,0,0
3927,Anhui,Mainland China,31.8257,117.2264,24/02/2020,989,6,663,Feb-20,0,0,26
3928,Beijing,Mainland China,40.1824,116.4142,24/02/2020,399,4,198,Feb-20,0,0,9
3929,Chongqing,Mainland China,30.0572,107.874,24/02/2020,576,6,349,Feb-20,1,0,14
3930,Fujian,Mainland China,26.0789,117.9874,24/02/2020,293,1,183,Feb-20,0,0,13
3931,Gansu,Mainland China,36.0611,103.8343,24/02/2020,91,2,80,Feb-20,0,0,2
3932,Guangdong,Mainland China,23.3417,113.4244,24/02/2020,1345,6,786,Feb-20,3,0,31
3933,Guangxi,Mainland China,23.8298,108.7881,24/02/2020,251,2,112,Feb-20,2,0,6
3934,Guizhou,Mainland China,26.8154,106.8748,24/02/2020,146,2,102,Feb-20,0,0,0
3935,Hainan,Mainland China,19.1959,109.7453,24/02/2020,168,5,116,Feb-20,0,0,10
3936,Hebei,Mainland China,38.0428,114.5149,24/02/2020,311,6,234,Feb-20,0,0,15
3937,Heilongjiang,Mainland China,47.862,127.7615,24/02/2020,480,12,227,Feb-20,0,0,5
3938,Henan,Mainland China,33.88202,113.614,24/02/2020,1271,19,943,Feb-20,0,0,75
3939,Hubei,Mainland China,30.9756,112.2707,24/02/2020,64287,2495,16748,Feb-20,203,149,1405
3940,Hunan,Mainland China,27.6104,111.7088,24/02/2020,1016,4,731,Feb-20,0,0,17
3941,Inner Mongolia,Mainland China,44.0935,113.9448,24/02/2020,75,0,34,Feb-20,0,0,7
3942,Jiangsu,Mainland China,32.9711,119.455,24/02/2020,631,0,452,Feb-20,0,0,34
3943,Jiangxi,Mainland China,27.614,115.7221,24/02/2020,934,1,645,Feb-20,0,0,32
3944,Jilin,Mainland China,43.6661,126.1923,24/02/2020,93,1,60,Feb-20,2,0,6
3945,Liaoning,Mainland China,41.2956,122.6085,24/02/2020,121,1,80,Feb-20,0,0,7
3946,Ningxia,Mainland China,37.2692,106.1655,24/02/2020,71,0,58,Feb-20,0,0,2
3947,Qinghai,Mainland China,35.7452,95.9956,24/02/2020,18,0,18,Feb-20,0,0,0
3948,Shaanxi,Mainland China,35.1917,108.8701,24/02/2020,245,1,173,Feb-20,0,0,10
3949,Shandong,Mainland China,36.3427,118.1498,24/02/2020,755,5,343,Feb-20,1,1,22
3950,Shanghai,Mainland China,31.202,121.4491,24/02/2020,335,3,261,Feb-20,0,0,12
3951,Shanxi,Mainland China,37.5777,112.2922,24/02/2020,133,0,94,Feb-20,1,0,6
3952,Sichuan,Mainland China,30.6171,102.7103,24/02/2020,527,3,276,Feb-20,1,0,15
3953,Tianjin,Mainland China,39.3054,117.323,24/02/2020,135,3,87,Feb-20,0,0,6
3954,Tibet,Mainland China,31.6927,88.0924,24/02/2020,1,0,1,Feb-20,0,0,0
3955,Xinjiang,Mainland China,41.1129,85.2401,24/02/2020,76,2,30,Feb-20,0,0,2
3956,Yunnan,Mainland China,24.974,101.487,24/02/2020,174,2,124,Feb-20,0,0,9
3957,Zhejiang,Mainland China,29.1832,120.0934,24/02/2020,1205,1,782,Feb-20,0,0,22
3958,Thailand,Thailand,15,101,24/02/2020,35,0,21,Feb-20,0,0,0
3959,Japan,Japan,36,138,24/02/2020,159,1,22,Feb-20,12,0,0
3960,South Korea,South Korea,36,128,24/02/2020,833,8,18,Feb-20,231,2,0
3961,Taiwan,Taiwan,23.7,121,24/02/2020,30,1,5,Feb-20,2,0,3
3962,"Seattle, WA",US,47.6062,-122.3321,24/02/2020,1,0,1,Feb-20,0,0,0
3963,"Chicago, IL",US,41.8781,-87.6298,24/02/2020,2,0,2,Feb-20,0,0,0
3964,"Tempe, AZ",US,33.4255,-111.94,24/02/2020,1,0,0,Feb-20,0,0,0
3965,Macau,Macau,22.1667,113.55,24/02/2020,10,0,6,Feb-20,0,0,0
3966,Hong Kong,Hong Kong,22.3,114.2,24/02/2020,79,2,19,Feb-20,5,0,8
3967,Singapore,Singapore,1.2833,103.8333,24/02/2020,89,0,51,Feb-20,0,0,0
3968,Vietnam,Vietnam,16,108,24/02/2020,16,0,14,Feb-20,0,0,0
3969,France,France,47,2,24/02/2020,12,1,4,Feb-20,0,0,0
3970,Nepal,Nepal,28.1667,84.25,24/02/2020,1,0,1,Feb-20,0,0,0
3971,Malaysia,Malaysia,2.5,112.5,24/02/2020,22,0,18,Feb-20,0,0,3
3972,"Toronto, ON",Canada,43.6532,-79.3832,24/02/2020,3,0,2,Feb-20,1,0,0
3973,British Columbia,Canada,49.2827,-123.1207,24/02/2020,6,0,0,Feb-20,0,0,0
3974,"Orange, CA",US,33.7879,-117.8531,24/02/2020,1,0,0,Feb-20,0,0,0
3975,"Los Angeles, CA",US,34.0522,-118.2437,24/02/2020,1,0,0,Feb-20,0,0,0
3976,New South Wales,Australia,-33.8688,151.2093,24/02/2020,4,0,4,Feb-20,0,0,0
3977,Victoria,Australia,-37.8136,144.9631,24/02/2020,4,0,4,Feb-20,0,0,0
3978,Queensland,Australia,-28.0167,153.4,24/02/2020,5,0,1,Feb-20,0,0,0
3979,Cambodia,Cambodia,11.55,104.9167,24/02/2020,1,0,1,Feb-20,0,0,0
3980,Sri Lanka,Sri Lanka,7,81,24/02/2020,1,0,1,Feb-20,0,0,0
3981,Germany,Germany,51,9,24/02/2020,16,0,14,Feb-20,0,0,0
3982,Finland,Finland,64,26,24/02/2020,1,0,1,Feb-20,0,0,0
3983,United Arab Emirates,United Arab Emirates,24,54,24/02/2020,13,0,4,Feb-20,0,0,0
3984,Philippines,Philippines,13,122,24/02/2020,3,1,1,Feb-20,0,0,0
3985,India,India,21,78,24/02/2020,3,0,3,Feb-20,0,0,0
3986,"London, ON",Canada,42.9849,-81.2453,24/02/2020,1,0,1,Feb-20,0,0,0
3987,Italy,Italy,43,12,24/02/2020,229,7,1,Feb-20,74,4,-1
3988,UK,UK,55,-3,24/02/2020,13,0,8,Feb-20,4,0,0
3989,Russia,Russia,60,90,24/02/2020,2,0,2,Feb-20,0,0,0
3990,Sweden,Sweden,63,16,24/02/2020,1,0,0,Feb-20,0,0,0
3991,"Santa Clara, CA",US,37.3541,-121.9552,24/02/2020,2,0,1,Feb-20,0,0,0
3992,Spain,Spain,40,-4,24/02/2020,2,0,2,Feb-20,0,0,0
3993,South Australia,Australia,-34.9285,138.6007,24/02/2020,2,0,2,Feb-20,0,0,0
3994,"Boston, MA",US,42.3601,-71.0589,24/02/2020,1,0,0,Feb-20,0,0,0
3995,"San Benito, CA",US,36.5761,-120.9876,24/02/2020,2,0,0,Feb-20,0,0,0
3996,Belgium,Belgium,50.8333,4,24/02/2020,1,0,1,Feb-20,0,0,0
3997,"Madison, WI",US,43.0731,-89.4012,24/02/2020,1,0,0,Feb-20,0,0,0
3998,Diamond Princess cruise ship,Others,35.4437,139.638,24/02/2020,691,3,0,Feb-20,0,0,0
3999,"San Diego County, CA",US,32.7157,-117.1611,24/02/2020,2,0,1,Feb-20,0,0,0
4000,"San Antonio, TX",US,29.4241,-98.4936,24/02/2020,1,0,0,Feb-20,0,0,0
4001,Egypt,Egypt,26,30,24/02/2020,1,0,0,Feb-20,0,0,0
4002,Iran,Iran,32,53,24/02/2020,61,12,0,Feb-20,18,4,0
4003,"Omaha, NE (From Diamond Princess)",US,41.2545,-95.9758,24/02/2020,0,0,0,Feb-20,-11,0,0
4004,"Travis, CA (From Diamond Princess)",US,38.2721,-121.9399,24/02/2020,0,0,0,Feb-20,-5,0,0
4005,From Diamond Princess,Australia,35.4437,139.638,24/02/2020,7,0,0,Feb-20,0,0,0
4006,"Lackland, TX (From Diamond Princess)",US,29.3829,-98.6134,24/02/2020,0,0,0,Feb-20,-2,0,0
4007,Lebanon,Lebanon,33.8547,35.8623,24/02/2020,1,0,0,Feb-20,0,0,0
4008,"Humboldt County, CA",US,40.745,-123.8695,24/02/2020,1,0,0,Feb-20,0,0,0
4009,"Sacramento County, CA",US,38.4747,-121.3542,24/02/2020,1,0,0,Feb-20,0,0,0
4010,Iraq,Iraq,33,44,24/02/2020,1,0,0,Feb-20,1,0,0
4011,Unassigned Location (From Diamond Princess),US,35.4437,139.638,24/02/2020,36,0,0,Feb-20,36,0,0
4012,Oman,Oman,21,57,24/02/2020,2,0,0,Feb-20,2,0,0
4013,Afghanistan,Afghanistan,33,65,24/02/2020,1,0,0,Feb-20,1,0,0
4014,Bahrain,Bahrain,26.0275,50.55,24/02/2020,1,0,0,Feb-20,1,0,0
4015,Kuwait,Kuwait,29.5,47.75,24/02/2020,1,0,0,Feb-20,1,0,0
4016,Algeria,Algeria,28.0339,1.6596,24/02/2020,0,0,0,Feb-20,0,0,0
4017,Croatia,Croatia,45.1,15.2,24/02/2020,0,0,0,Feb-20,0,0,0
4018,Switzerland,Switzerland,46.8182,8.2275,24/02/2020,0,0,0,Feb-20,0,0,0
4019,Austria,Austria,47.5162,14.5501,24/02/2020,0,0,0,Feb-20,0,0,0
4020,Israel,Israel,31,35,24/02/2020,1,0,0,Feb-20,0,0,0
4021,Pakistan,Pakistan,30.3753,69.3451,24/02/2020,0,0,0,Feb-20,0,0,0
4022,Brazil,Brazil,-14.235,-51.9253,24/02/2020,0,0,0,Feb-20,0,0,0
4023,Georgia,Georgia,42.3154,43.3569,24/02/2020,0,0,0,Feb-20,0,0,0
4024,Greece,Greece,39.0742,21.8243,24/02/2020,0,0,0,Feb-20,0,0,0
4025,North Macedonia,North Macedonia,41.6086,21.7453,24/02/2020,0,0,0,Feb-20,0,0,0
4026,Norway,Norway,60.472,8.4689,24/02/2020,0,0,0,Feb-20,0,0,0
4027,Romania,Romania,45.9432,24.9668,24/02/2020,0,0,0,Feb-20,0,0,0
4028,Denmark,Denmark,56.2639,9.5018,24/02/2020,0,0,0,Feb-20,0,0,0
4029,Estonia,Estonia,58.5953,25.0136,24/02/2020,0,0,0,Feb-20,0,0,0
4030,Netherlands,Netherlands,52.1326,5.2913,24/02/2020,0,0,0,Feb-20,0,0,0
4031,San Marino,San Marino,43.9424,12.4578,24/02/2020,0,0,0,Feb-20,0,0,0
4032,Belarus,Belarus,53.7098,27.9534,24/02/2020,0,0,0,Feb-20,0,0,0
4033," Montreal, QC",Canada,45.5017,-73.5673,24/02/2020,0,0,0,Feb-20,0,0,0
4034,Iceland,Iceland,64.9631,-19.0208,24/02/2020,0,0,0,Feb-20,0,0,0
4035,Lithuania,Lithuania,55.1694,23.8813,24/02/2020,0,0,0,Feb-20,0,0,0
4036,Mexico,Mexico,23.6345,-102.5528,24/02/2020,0,0,0,Feb-20,0,0,0
4037,New Zealand,New Zealand,-40.9006,174.886,24/02/2020,0,0,0,Feb-20,0,0,0
4038,Nigeria,Nigeria,9.082,8.6753,24/02/2020,0,0,0,Feb-20,0,0,0
4039,Western Australia,Australia,-31.9505,115.8605,24/02/2020,0,0,0,Feb-20,0,0,0
4040,Ireland,Ireland,53.1424,-7.6921,24/02/2020,0,0,0,Feb-20,0,0,0
4041,Luxembourg,Luxembourg,49.8153,6.1296,24/02/2020,0,0,0,Feb-20,0,0,0
4042,Monaco,Monaco,43.7333,7.4167,24/02/2020,0,0,0,Feb-20,0,0,0
4043,Qatar,Qatar,25.3548,51.1839,24/02/2020,0,0,0,Feb-20,0,0,0
4044,"Portland, OR",US,45.5051,-122.675,24/02/2020,0,0,0,Feb-20,0,0,0
4045,"Snohomish County, WA",US,48.033,-121.8339,24/02/2020,0,0,0,Feb-20,0,0,0
4046,Anhui,Mainland China,31.8257,117.2264,25/02/2020,989,6,712,Feb-20,0,0,49
4047,Beijing,Mainland China,40.1824,116.4142,25/02/2020,400,4,215,Feb-20,1,0,17
4048,Chongqing,Mainland China,30.0572,107.874,25/02/2020,576,6,372,Feb-20,0,0,23
4049,Fujian,Mainland China,26.0789,117.9874,25/02/2020,294,1,199,Feb-20,1,0,16
4050,Gansu,Mainland China,36.0611,103.8343,25/02/2020,91,2,80,Feb-20,0,0,0
4051,Guangdong,Mainland China,23.3417,113.4244,25/02/2020,1347,7,822,Feb-20,2,1,36
4052,Guangxi,Mainland China,23.8298,108.7881,25/02/2020,252,2,134,Feb-20,1,0,22
4053,Guizhou,Mainland China,26.8154,106.8748,25/02/2020,146,2,104,Feb-20,0,0,2
4054,Hainan,Mainland China,19.1959,109.7453,25/02/2020,168,5,124,Feb-20,0,0,8
4055,Hebei,Mainland China,38.0428,114.5149,25/02/2020,311,6,248,Feb-20,0,0,14
4056,Heilongjiang,Mainland China,47.862,127.7615,25/02/2020,480,12,243,Feb-20,0,0,16
4057,Henan,Mainland China,33.88202,113.614,25/02/2020,1271,19,1002,Feb-20,0,0,59
4058,Hubei,Mainland China,30.9756,112.2707,25/02/2020,64786,2563,18971,Feb-20,499,68,2223
4059,Hunan,Mainland China,27.6104,111.7088,25/02/2020,1016,4,768,Feb-20,0,0,37
4060,Inner Mongolia,Mainland China,44.0935,113.9448,25/02/2020,75,0,35,Feb-20,0,0,1
4061,Jiangsu,Mainland China,32.9711,119.455,25/02/2020,631,0,458,Feb-20,0,0,6
4062,Jiangxi,Mainland China,27.614,115.7221,25/02/2020,934,1,683,Feb-20,0,0,38
4063,Jilin,Mainland China,43.6661,126.1923,25/02/2020,93,1,63,Feb-20,0,0,3
4064,Liaoning,Mainland China,41.2956,122.6085,25/02/2020,121,1,83,Feb-20,0,0,3
4065,Ningxia,Mainland China,37.2692,106.1655,25/02/2020,71,0,61,Feb-20,0,0,3
4066,Qinghai,Mainland China,35.7452,95.9956,25/02/2020,18,0,18,Feb-20,0,0,0
4067,Shaanxi,Mainland China,35.1917,108.8701,25/02/2020,245,1,186,Feb-20,0,0,13
4068,Shandong,Mainland China,36.3427,118.1498,25/02/2020,756,6,355,Feb-20,1,1,12
4069,Shanghai,Mainland China,31.202,121.4491,25/02/2020,336,3,268,Feb-20,1,0,7
4070,Shanxi,Mainland China,37.5777,112.2922,25/02/2020,133,0,98,Feb-20,0,0,4
4071,Sichuan,Mainland China,30.6171,102.7103,25/02/2020,529,3,289,Feb-20,2,0,13
4072,Tianjin,Mainland China,39.3054,117.323,25/02/2020,135,3,91,Feb-20,0,0,4
4073,Tibet,Mainland China,31.6927,88.0924,25/02/2020,1,0,1,Feb-20,0,0,0
4074,Xinjiang,Mainland China,41.1129,85.2401,25/02/2020,76,2,30,Feb-20,0,0,0
4075,Yunnan,Mainland China,24.974,101.487,25/02/2020,174,2,129,Feb-20,0,0,5
4076,Zhejiang,Mainland China,29.1832,120.0934,25/02/2020,1205,1,808,Feb-20,0,0,26
4077,Thailand,Thailand,15,101,25/02/2020,37,0,22,Feb-20,2,0,1
4078,Japan,Japan,36,138,25/02/2020,170,1,22,Feb-20,11,0,0
4079,South Korea,South Korea,36,128,25/02/2020,977,10,22,Feb-20,144,2,4
4080,Taiwan,Taiwan,23.7,121,25/02/2020,31,1,5,Feb-20,1,0,0
4081,"Seattle, WA",US,47.6062,-122.3321,25/02/2020,1,0,1,Feb-20,0,0,0
4082,"Chicago, IL",US,41.8781,-87.6298,25/02/2020,2,0,2,Feb-20,0,0,0
4083,"Tempe, AZ",US,33.4255,-111.94,25/02/2020,1,0,1,Feb-20,0,0,1
4084,Macau,Macau,22.1667,113.55,25/02/2020,10,0,7,Feb-20,0,0,1
4085,Hong Kong,Hong Kong,22.3,114.2,25/02/2020,84,2,19,Feb-20,5,0,0
4086,Singapore,Singapore,1.2833,103.8333,25/02/2020,91,0,53,Feb-20,2,0,2
4087,Vietnam,Vietnam,16,108,25/02/2020,16,0,16,Feb-20,0,0,2
4088,France,France,47,2,25/02/2020,14,1,11,Feb-20,2,0,7
4089,Nepal,Nepal,28.1667,84.25,25/02/2020,1,0,1,Feb-20,0,0,0
4090,Malaysia,Malaysia,2.5,112.5,25/02/2020,22,0,18,Feb-20,0,0,0
4091,"Toronto, ON",Canada,43.6532,-79.3832,25/02/2020,3,0,2,Feb-20,0,0,0
4092,British Columbia,Canada,49.2827,-123.1207,25/02/2020,7,0,0,Feb-20,1,0,0
4093,"Orange, CA",US,33.7879,-117.8531,25/02/2020,1,0,0,Feb-20,0,0,0
4094,"Los Angeles, CA",US,34.0522,-118.2437,25/02/2020,1,0,0,Feb-20,0,0,0
4095,New South Wales,Australia,-33.8688,151.2093,25/02/2020,4,0,4,Feb-20,0,0,0
4096,Victoria,Australia,-37.8136,144.9631,25/02/2020,4,0,4,Feb-20,0,0,0
4097,Queensland,Australia,-28.0167,153.4,25/02/2020,5,0,1,Feb-20,0,0,0
4098,Cambodia,Cambodia,11.55,104.9167,25/02/2020,1,0,1,Feb-20,0,0,0
